,original_language,original_title,overview,genre
1493,en,Nebraska,"['age', 'boozeaddl', 'father', 'take', 'trip', 'montana', 'nebraska', 'estrang', 'son', 'order', 'claim', 'believ', 'milliondollar', 'sweepstak', 'prize']","['Drama', 'Adventure']"
1494,ja,劇場版 NARUTO -ナルト- 疾風伝,"['demon', 'almost', 'destroy', 'world', 'reviv', 'someon', 'prevent', 'world', 'destroy', 'demon', 'seal', 'one', 'shrine', 'maiden', 'shion', 'countri', 'demon', 'two', 'power', 'one', 'seal', 'demon', 'predict', 'death', 'human', 'time', 'naruto', 'mission', 'guard', 'shion', 'predict', 'naruto', 'death', 'way', 'escap', 'get', 'away', 'shion', 'would', 'leav', 'unguard', 'demon', 'whose', 'goal', 'kill', 'shion', 'thu', 'mean', 'end', 'world', 'naruto', 'decid', 'challeng', 'predict', 'death']","['Animation', 'Action', 'Fantasy']"
1495,en,Peeping Tom,"['loner', 'mark', 'lewi', 'work', 'film', 'studio', 'day', 'night', 'take', 'raci', 'photograph', 'women', 'also', 'he', 's', 'make', 'documentari', 'fear', 'involv', 'record', 'reaction', 'victim', 'murder', 'befriend', 'helen', 'daughter', 'famili', 'live', 'apart', 'tell', 'vagu', 'movi', 'make']","['Thriller', 'Horror', 'Drama']"
1496,fr,La Folie des grandeurs,"['sallust', 'minist', 'king', 'spain', 'disingenu', 'hypocrit', 'greedi', 'collect', 'tax', 'hate', 'peopl', 'oppress', 'accus', 'queen', 'beauti', 'princess', 'bavarian', 'illegitim', 'child', 'one', 'maid', 'honor', 'strip', 'duti', 'order', 'retir', 'monasteri']","['Comedy', 'History']"
1497,fr,La Môme,"['mean', 'street', 'bellevil', 'district', 'pari', 'dazzl', 'limelight', 'new', 'york', 'famou', 'concert', 'hall', 'edith', 'piaf', 'life', 'constant', 'battl', 'sing', 'surviv', 'live', 'love', 'rais', 'grandmoth', 'brothel', 'piaf', 'discov', '1935', 'nightclub', 'owner', 'loui', 'leple', 'persuad', 'sing', 'despit', 'extrem', 'nervous', 'piaf', 'becam', 'one', 'franc', 'immort', 'icon', 'voic', 'one', 'indel', 'signatur', '20th', 'centuri']","['Music', 'Drama']"
1498,en,Home Alone,"['eightyearold', 'kevin', 'mccallist', 'make', 'situat', 'famili', 'unwittingli', 'leav', 'behind', 'go', 'christma', 'vacat', 'pair', 'bungl', 'burglar', 'set', 'sight', 'kevin', 'hous', 'plucki', 'kid', 'stand', 'readi', 'defend', 'territori', 'plant', 'boobi', 'trap', 'galor', 'ador', 'mischiev', 'kevin', 'stand', 'ground', 'frantic', 'mother', 'attempt', 'race', 'home', 'christma', 'day']","['Comedy', 'Family']"
1499,zh,大鱼海棠,"['beyond', 'human', 'realm', 'magic', 'race', 'be', 'control', 'tide', 'chang', 'season', 'one', 'be', 'young', 'girl', 'name', 'chun', 'seek', 'someth', 'more', '—', 'she', 'want', 'experi', 'human', 'world', '!', 'sixteen', 'final', 'get', 'chanc', 'transform', 'dolphin', 'order', 'explor', 'world', 'fascin', 'soon', 'discov', 'danger', 'place', 'nearli', 'get', 'kill', 'vortex', 'luckili', 'life', 'spare', 'young', 'boy', 'sacrific', 'save', 'move', 'kind', 'courag', 'use', 'magic', 'bring', 'back', 'life', 'learn', 'power', 'come', 'seriou', 'price', 'new', 'adventur', 'she', '’ll', 'make', 'sacrific', 'order', 'protect', 'soul', 'readi', 'return', 'human', 'world']","['Animation', 'Adventure', 'Fantasy']"
1500,en,One Day,"['romant', 'comedi', 'center', 'dexter', 'emma', 'first', 'meet', 'graduat', '1988', 'proceed', 'keep', 'touch', 'regularli', 'film', 'follow', 'juli', '15', 'annual', 'usual', 'someth', 'togeth']","['Drama', 'Romance']"
1501,es,Tesis,"['thesi', 'violenc', 'ángela', 'find', 'snuff', 'video', 'girl', 'tortur', 'death', 'soon', 'discov', 'girl', 'former', 'student', 'colleg']","['Horror', 'Thriller']"
1502,es,Diarios de motocicleta,"['base', 'journal', 'che', 'guevara', 'leader', 'cuban', 'revolut', 'memoir', 'guevara', 'recount', 'adventur', 'best', 'friend', 'alberto', 'granado', 'cross', 'south', 'america', 'motorcycl', 'earli', '1950']",['Drama']
1503,es,El Ángel,"['bueno', 'air', 'argentina', '1971', 'carlo', 'robledo', 'puch', '19yearold', 'boy', 'angel', 'face', 'vocat', 'thief', 'well', 'act', 'ruthlessli', 'without', 'remors', 'meet', 'ramón', 'follow', 'togeth', 'dark', 'path', 'crime', 'death']","['Drama', 'Crime']"
1504,en,Cape Fear,"['sam', 'bowden', 'wit', 'rape', 'commit', 'max', 'cadi', 'testifi', 'releas', '8', 'year', 'prison', 'cadi', 'begin', 'stalk', 'bowden', 'famili', 'alway', 'clever', 'enough', 'not', 'violat', 'law']",['Thriller']
1505,en,This Is Spinal Tap,"['spinal', 'tap', 'shine', 'light', 'selfcontain', 'univers', 'metal', 'band', 'struggl', 'get', 'back', 'chart', 'includ', 'everyth', 'complic', 'histori', 'up', 'down', 'gold', 'album', 'name', 'chang', 'undersold', 'concert', 'date', 'along', 'full', 'host', 'requisit', 'groupi', 'promot', 'hangerson', 'historian', 'session', 'releas', 'event', 'special', 'behindthescen', 'moment', 'keep', 'real']","['Music', 'Comedy']"
1506,en,Zelig,"['fiction', 'documentari', 'life', 'human', 'chameleon', 'leonard', 'zelig', 'man', 'becom', 'celebr', '1920', 'due', 'abil', 'look', 'act', 'like', 'whoever', 'around', 'clever', 'edit', 'place', 'zelig', 'real', 'newsreel', 'footag', 'woodrow', 'wilson', 'babe', 'ruth', 'other']",['Comedy']
1507,fi,Mies vailla menneisyyttä,"['arriv', 'helsinki', 'nameless', 'man', 'beaten', 'within', 'inch', 'life', 'thug', 'miracul', 'recov', 'find', 'complet', 'lost', 'memori', 'back', 'street', 'attempt', 'begin', 'zero', 'befriend', 'moodi', 'dog', 'becom', 'besot', 'salvat', 'armi', 'volunt']","['Drama', 'Comedy', 'Romance']"
1508,en,Miracles from Heaven,"['christi', 'discov', '10yearold', 'daughter', 'anna', 'rare', 'incur', 'diseas', 'becom', 'feroci', 'advoc', 'daughter', '’s', 'heal', 'search', 'solut', 'anna', 'freak', 'accid', 'fall', 'three', 'stori', 'miracl', 'unfold', 'wake', 'dramat', 'rescu', 'leav', 'medic', 'specialist', 'mystifi', 'famili', 'restor', 'commun', 'inspir']","['Family', 'Drama']"
1509,en,Sorcerer,"['four', 'men', 'differ', 'part', 'globe', 'hide', 'past', 'remot', 'south', 'american', 'town', 'agre', 'risk', 'live', 'transport', 'sever', 'case', 'dynamit', 'old', 'drip', 'unstabl', 'nitroglycerin', 'across', 'danger', 'jungl', 'terrain']","['Thriller', 'Adventure', 'Action', 'Drama']"
1510,en,Sullivan's Travels,"['success', 'movi', 'director', 'john', 'l', 'sullivan', 'convinc', 'wo', 'nt', 'abl', 'film', 'ambiti', 'masterpiec', 'suffer', 'don', 'hobo', 'disguis', 'set', 'journey', 'aim', 'know', 'troubl', 'firsthand', 'find', 'train', 'ride', 'back', 'hollywood', 'beauti', 'blond', 'companion', 'redoubl', 'effort', 'manag', 'land', 'troubl', 'bargain', 'lose', 'memori', 'end', 'prison', 'chain', 'gang']","['Comedy', 'Romance', 'Adventure']"
1511,en,Star Trek,"['fate', 'galaxi', 'rest', 'hand', 'bitter', 'rival', 'one', 'jame', 'kirk', 'delinqu', 'thrillseek', 'iowa', 'farm', 'boy', 'spock', 'vulcan', 'rais', 'logicbas', 'societi', 'reject', 'emot', 'fieri', 'instinct', 'clash', 'calm', 'reason', 'unlik', 'power', 'partnership', 'thing', 'capabl', 'lead', 'crew', 'unimagin', 'danger', 'boldli', 'go', 'one', 'gone', 'human', 'adventur', 'begun']","['Science Fiction', 'Action', 'Adventure']"
1512,it,...continuavano a chiamarlo Trinità,"['two', 'brother', 'triniti', 'bambino', 'exchang', 'two', 'feder', 'agent', 'take', 'advantag', 'situat', 'steal', 'huge', 'booti', 'hidden', 'monasteri', 'gang', 'outlaw']","['Comedy', 'Western']"
1513,ja,君たちはどう生きるか,"['second', 'world', 'war', 'rage', 'teenag', 'mahito', 'haunt', 'mother', 'tragic', 'death', 'reloc', 'tokyo', 'seren', 'rural', 'home', 'new', 'stepmoth', 'natsuko', 'woman', 'bear', 'strike', 'resembl', 'boy', 'mother', 'tri', 'adjust', 'strang', 'new', 'world', 'grow', 'even', 'stranger', 'follow', 'appear', 'persist', 'gray', 'heron', 'perplex', 'bedevil', 'mahito', 'dub', 'longawait', 'one']","['Animation', 'Adventure', 'Fantasy']"
1514,en,John Wick,"['exhitman', 'john', 'wick', 'come', 'retir', 'track', 'gangster', 'took', 'everyth']","['Action', 'Thriller']"
1515,en,American Sniper,"['us', 'navi', 'seal', 'chri', 'kyle', 'take', 'sole', 'mission', '—', 'protect', 'comrad', '—', 'to', 'heart', 'becom', 'one', 'lethal', 'sniper', 'american', 'histori', 'pinpoint', 'accuraci', 'not', 'save', 'countless', 'live', 'also', 'make', 'prime', 'target', 'insurg', 'despit', 'grave', 'danger', 'struggl', 'good', 'husband', 'father', 'famili', 'back', 'state', 'kyle', 'serv', 'four', 'tour', 'duti', 'iraq', 'howev', 'final', 'return', 'home', 'find', 'can', 'not', 'leav', 'war', 'behind']","['War', 'Action']"
1516,en,Scooby-Doo! in Where's My Mummy?,"['scoobydoo', 'mysteri', 'inc', 'gang', 'becom', 'involv', 'supernatur', 'mysteri', 'egypt']","['Mystery', 'Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']"
1517,es,Nowhere,"['young', 'pregnant', 'woman', 'name', 'mia', 'escap', 'countri', 'war', 'hide', 'maritim', 'contain', 'aboard', 'cargo', 'ship', 'violent', 'storm', 'mia', 'give', 'birth', 'child', 'lost', 'sea', 'must', 'fight', 'surviv']","['Thriller', 'Drama']"
1518,en,Richard Jewell,"['richard', 'jewel', 'think', 'quick', 'work', 'fast', 'save', 'hundr', 'perhap', 'thousand', 'live', 'domest', 'terrorist', 'plant', 'sever', 'pipe', 'bomb', 'explod', 'concert', 'fals', 'suspect', 'crime', 'sloppi', 'fbi', 'work', 'sensat', 'media', 'coverag']",['Drama']
1519,de,3096 Tage,"['young', 'austrian', 'girl', 'kidnap', 'held', 'captiv', 'eight', 'year', 'base', 'reallif', 'case', 'natascha', 'kampusch']",['Drama']
1520,fr,L'Année dernière à Marienbad,"['strang', 'isol', 'chateau', 'man', 'becom', 'acquaint', 'woman', 'insist', 'met']","['Drama', 'Romance']"
1521,en,The Bourne Ultimatum,"['bourn', 'brought', 'hide', 'report', 'simon', 'ross', 'tri', 'unveil', 'oper', 'blackbriar', 'upgrad', 'project', 'treadston', 'seri', 'newspap', 'column', 'inform', 'report', 'stir', 'new', 'set', 'memori', 'bourn', 'must', 'final', 'uncov', 'dark', 'past', 'dodg', 'compani', 'best', 'effort', 'erad']","['Action', 'Drama', 'Mystery', 'Thriller']"
1522,en,Contact,"['radio', 'astronom', 'receiv', 'first', 'extraterrestri', 'radio', 'signal', 'ever', 'pick', 'earth', 'world', 'power', 'scrambl', 'deciph', 'messag', 'decid', 'upon', 'cours', 'action', 'must', 'make', 'difficult', 'decis', 'belief', 'truth', 'realiti']","['Drama', 'Science Fiction', 'Mystery']"
1523,es,Cuando acecha la maldad,"['resid', 'small', 'rural', 'town', 'discov', 'demon', 'born', 'among', 'desper', 'tri', 'escap', 'evil', 'born', 'may', 'late']","['Horror', 'Thriller']"
1524,en,Spider-Man: Far From Home,"['peter', 'parker', 'friend', 'go', 'summer', 'trip', 'europ', 'howev', 'hardli', 'abl', 'rest', ' ', 'peter', 'agre', 'help', 'nick', 'furi', 'uncov', 'mysteri', 'creatur', 'caus', 'natur', 'disast', 'destruct', 'throughout', 'contin']","['Action', 'Adventure', 'Science Fiction']"
1525,en,Irma la Douce,"['naiv', 'policeman', 'fall', 'love', 'prostitut', 'doe', 'n’t', 'want', 'see', 'men', 'creat', 'alter', 'ego', 'who', '’s', 'custom']",['Romance']
1526,en,The Godfather Part III,"['midst', 'tri', 'legitim', 'busi', 'deal', '1979', 'new', 'york', 'itali', 'age', 'mafia', 'michael', 'corleon', 'seek', 'forgiv', 'sin', 'take', 'young', 'proteg', 'wing']","['Crime', 'Drama', 'Thriller']"
1527,en,The Hunger Games: Catching Fire,"['katniss', 'everdeen', 'return', 'home', 'safe', 'win', '74th', 'annual', 'hunger', 'game', 'along', 'fellow', 'tribut', 'peeta', 'mellark', 'win', 'mean', 'must', 'turn', 'around', 'leav', 'famili', 'close', 'friend', 'embark', 'victor', 'tour', 'district', 'along', 'way', 'katniss', 'sens', 'rebellion', 'simmer', 'capitol', 'still', 'much', 'control', 'presid', 'snow', 'prepar', '75th', 'annual', 'hunger', 'game', 'quarter', 'quell', ' ', 'competit', 'could', 'chang', 'panem', 'forev']","['Adventure', 'Action', 'Science Fiction']"
1528,ja,キュア,"['wave', 'gruesom', 'murder', 'sweep', 'tokyo', 'connect', 'bloodi', 'x', 'carv', 'neck', 'victim', 'case', 'murder', 'found', 'near', 'victim', 'rememb', 'noth', 'crime', 'detect', 'takab', 'psychologist', 'sakuma', 'call', 'figur', 'connect', 'investig', 'goe', 'nowher']","['Crime', 'Thriller', 'Horror', 'Mystery']"
1529,ja,鉄コン筋クリート,"['two', 'penniless', 'orphan', 'black', 'white', 'struggl', 'surviv', 'mean', 'street', 'treasur', 'town', 'megacorpor', 'threaten', 'tear', 'town', 'build', 'amus', 'park', 'black', 'white', 'engag', 'fight', 'life']","['Action', 'Adventure', 'Animation']"
1530,en,The Taking of Pelham One Two Three,"['new', 'york', 'arm', 'men', 'hijack', 'subway', 'car', 'demand', 'ransom', 'passeng', 'even', 'paid', 'could', 'get', 'away', '?']","['Crime', 'Thriller', 'Action', 'Drama']"
1531,en,Sense and Sensibility,"['dashwood', 'sister', 'sensibl', 'elinor', 'passion', 'mariann', 'whose', 'chanc', 'marriag', 'seem', 'doom', 'famili', 'sudden', 'loss', 'fortun', ' ', 'henri', 'dashwood', 'die', 'unexpectedli', 'estat', 'must', 'pass', 'law', 'son', 'first', 'marriag', 'john', 'wife', 'fanni', 'circumst', 'leav', 'mr', 'dashwood', 'current', 'wife', 'daughter', 'elinor', 'mariann', 'margaret', 'without', 'home', 'bare', 'enough', 'money', 'live', 'elinor', 'mariann', 'struggl', 'find', 'romant', 'fulfil', 'societi', 'obsess', 'financi', 'social', 'statu', 'must', 'learn', 'mix', 'sens', 'sensibl', 'deal', 'money', 'men']","['Drama', 'Romance']"
1532,en,Mission: Impossible - Fallout,"['imf', 'mission', 'end', 'badli', 'world', 'face', 'dire', 'consequ', 'ethan', 'hunt', 'take', 'upon', 'fulfil', 'origin', 'brief', 'cia', 'begin', 'question', 'loyalti', 'motiv', 'imf', 'team', 'find', 'race', 'time', 'hunt', 'assassin', 'tri', 'prevent', 'global', 'catastroph']","['Action', 'Adventure']"
1533,it,Smetto quando voglio,"['univers', 'research', 'fire', 'cut', 'univers', 'earn', 'live', 'decid', 'produc', 'drug', 'recruit', 'former', 'colleagu', 'despit', 'skill', 'live', 'margin', 'societi']",['Comedy']
1534,fr,C.R.A.Z.Y.,"['young', 'french', 'canadian', 'one', 'five', 'boy', 'conserv', 'famili', '1960', '1970', 'struggl', 'reconcil', 'emerg', 'ident', 'father', 'valu']","['Comedy', 'Drama']"
1535,en,Star Wars: Episode III - Revenge of the Sith,"['evil', 'darth', 'sidiou', 'enact', 'final', 'plan', 'unlimit', 'power', ' ', 'heroic', 'jedi', 'anakin', 'skywalk', 'must', 'choos', 'side']","['Adventure', 'Action', 'Science Fiction']"
1536,en,Duel,"['travel', 'businessman', 'david', 'mann', 'anger', 'driver', 'rusti', 'tanker', 'cross', 'california', 'desert', 'simpl', 'trip', 'turn', 'deadli', 'mann', 'struggl', 'stay', 'road', 'tanker', 'play', 'cat', 'mous', 'life']","['Action', 'Thriller', 'TV Movie']"
1537,en,Then Came You,"['american', 'hypochondriac', 'work', 'baggag', 'handler', 'forc', 'confront', 'fear', 'british', 'teenag', 'termin', 'ill', 'enlist', 'help', 'carri', 'eccentr', 'bucket', 'list']","['Comedy', 'Drama']"
1538,en,Peaceful Warrior,"['chanc', 'encount', 'stranger', 'chang', 'life', 'colleg', 'gymnast']",['Drama']
1539,it,Il grande silenzio,"['mute', 'gunsling', 'fight', 'defens', 'group', 'outlaw', 'veng', 'young', 'widow', 'group', 'ruthless', 'bounti', 'hunter']","['Western', 'Drama']"
1540,en,The Florida Project,"['stori', 'precoci', 'six', 'yearold', 'ragtag', 'group', 'friend', 'whose', 'summer', 'break', 'fill', 'childhood', 'wonder', 'possibl', 'sens', 'adventur', 'adult', 'around', 'struggl', 'hard', 'time']",['Drama']
1541,en,Marty,"['marti', 'butcher', 'live', 'bronx', 'mother', 'unmarri', '34', 'goodnatur', 'social', 'awkward', 'face', 'constant', 'badger', 'famili', 'friend', 'get', 'marri', 'reluctantli', 'resign', 'bachelorhood', 'marti', 'meet', 'clara', 'unattract', 'school', 'teacher', 'realis', 'emot', 'connect', 'promis', 'call', 'famili', 'friend', 'tri', 'convinc', 'not']","['Drama', 'Romance']"
1542,en,The Secret of NIMH,"['widow', 'field', 'mous', 'must', 'move', 'famili', ' ', 'includ', 'ail', 'son', ' ', 'escap', 'farmer', 'plow', 'aid', 'crow', 'pack', 'superintellig', 'escap', 'lab', 'rat', 'brave', 'mother', 'struggl', 'transplant', 'home', 'firmer', 'ground']","['Family', 'Animation', 'Fantasy', 'Adventure', 'Science Fiction']"
1543,en,The Life of David Gale,"['man', 'capit', 'punish', 'accus', 'murder', 'fellow', 'activist', 'sent', 'death', 'row']","['Drama', 'Thriller', 'Crime']"
1544,en,Glory Road,"['1966', 'texa', 'western', 'coach', 'haskin', 'led', 'first', 'allblack', 'start', 'lineup', 'colleg', 'basketbal', 'team', 'ncaa', 'nation', 'championship']","['Drama', 'History']"
1545,zh,卧虎藏龍,"['two', 'warrior', 'pursuit', 'stolen', 'sword', 'notori', 'fugit', 'led', 'impetu', 'physicallyskil', 'teenag', 'nobleman', 'daughter', 'crossroad', 'life']","['Adventure', 'Drama', 'Action', 'Romance']"
1546,en,The Death of Superman,"['hulk', 'monster', 'arriv', 'earth', 'begin', 'mindless', 'rampag', 'justic', 'leagu', 'quickli', 'call', 'stop', 'soon', 'becom', 'appar', 'superman', 'stand', 'monstros']","['Science Fiction', 'Animation', 'Action', 'Drama']"
1547,en,You're Not You,"['drama', 'center', 'classic', 'pianist', 'diagnos', 'al', 'brash', 'colleg', 'student', 'becom', 'caregiv']",['Drama']
1548,en,Doctor Strange,"['career', 'destroy', 'brilliant', 'arrog', 'surgeon', 'get', 'new', 'leas', 'life', 'sorcer', 'take', 'wing', 'train', 'defend', 'world', 'evil']","['Action', 'Adventure', 'Fantasy']"
1549,en,The Lion in Winter,"['henri', 'ii', 'estrang', 'queen', 'battl', 'choic', 'heir']","['Drama', 'History']"
1550,en,Enter the Dragon,"['martial', 'artist', 'agre', 'spi', 'reclus', 'crime', 'lord', 'use', 'invit', 'tournament', 'cover']",['Action']
1551,en,Scream,"['seri', 'mysteri', 'death', 'befal', 'small', 'town', 'offbeat', 'group', 'friend', 'led', 'sidney', 'prescott', 'becom', 'target', 'mask', 'killer']","['Crime', 'Horror', 'Mystery']"
1552,en,The Long Goodbye,"['1970', 'hollywood', 'detect', 'philip', 'marlow', 'tri', 'help', 'friend', 'accus', 'murder', 'wife']","['Crime', 'Comedy', 'Mystery', 'Thriller']"
1553,en,The Last King of Scotland,"['young', 'scottish', 'doctor', 'nichola', 'garrigan', 'decid', 'time', 'adventur', 'finish', 'formal', 'educ', 'decid', 'tri', 'luck', 'uganda', 'arriv', 'downfal', 'presid', 'obot', 'gener', 'idi', 'amin', 'come', 'power', 'ask', 'garrigan', 'becom', 'person', 'doctor']",['Drama']
1554,fr,BAC Nord,"['polic', 'brigad', 'work', 'danger', 'northern', 'neighborhood', 'marseil', 'level', 'crime', 'higher', 'anywher', 'els', 'franc']","['Thriller', 'Action', 'Crime']"
1555,te,బాహుబలి 2: ది కన్ క్లూజన్,"['mahendra', 'son', 'bāhubali', 'learn', 'heritag', 'begin', 'look', 'answer', 'stori', 'juxtapos', 'past', 'event', 'unfold', 'mahishmati', 'kingdom']","['Action', 'Adventure', 'Fantasy']"
1556,ja,新世紀エヴァンゲリオン劇場版 シト新生,"['origin', 'collect', 'clip', 'neon', 'genesi', 'evangelion', 'tv', 'seri', 'death', 'creat', 'precursor', 'rework', 'end', 'seri', 'rebirth', 'intend', 'rework', 'end', 'product', 'overrun', 'rebirth', 'becam', 'first', 'half', 'first', 'part', 'end', 'evangelion', 'minor', 'differ']","['Animation', 'Drama', 'Science Fiction']"
1557,en,Repulsion,"['beauti', 'young', 'manicurist', 'carol', 'suffer', 'androphobia', 'patholog', 'fear', 'interact', 'men', 'sister', 'roommat', 'helen', 'leav', 'london', 'flat', 'go', 'italian', 'holiday', 'marri', 'boyfriend', 'carol', 'withdraw', 'apart', 'begin', 'experi', 'fright', 'hallucin', 'fear', 'gradual', 'mutat', 'mad']","['Drama', 'Thriller', 'Horror']"
1558,en,Miss You Already,"['friendship', 'two', 'lifelong', 'girlfriend', 'put', 'test', 'one', 'start', 'famili', 'fall', 'ill']","['Comedy', 'Drama']"
1559,es,Tengo ganas de ti,"['sexi', 'gin', 'new', 'love', 'hach', 'not', 'forget', 'former', 'girlfriend', 'love', 'triangl', 'inevit']","['Drama', 'Romance']"
